FlightDate,Year,Month,DayOfWeek,Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDel15,Cancelled,Diverted,DepDelay,ArrDelay
2023-03-30,2023,3,4,UA,JFK,BOS,613,959,226,1740.9,1.0,0,0,-2.2,4.1
2023-05-15,2023,5,1,DL,MIA,SEA,1739,2231,292,2277.1,1.0,0,0,10.6,24.2
2023-03-27,2023,3,1,AS,ATL,JFK,1415,1838,263,1721.2,0.0,0,0,-7.2,-24.5
2023-07-11,2023,7,2,UA,BOS,MIA,1042,1439,237,1681.6,1.0,0,0,25.0,31.2
2023-06-14,2023,6,3,B6,ATL,MIA,2238,106,148,1052.6,0.0,0,0,-8.4,-20.2
2023-01-23,2023,1,1,UA,DEN,DFW,1320,1500,100,704.8,1.0,0,0,7.6,11.0
2023-11-18,2023,11,6,UA,DFW,DEN,2257,342,285,2083.7,1.0,0,0,-1.4,4.5
2023-04-22,2023,4,6,WN,BOS,MIA,1537,1953,256,1779.0,1.0,0,0,46.6,52.0
2023-04-02,2023,4,7,B6,SFO,BOS,1251,1613,202,1614.4,0.0,0,0,-4.2,-6.0
2023-03-04,2023,3,6,WN,LAX,ORD,1619,2205,346,2515.1,0.0,0,0,-6.1,-10.4
2023-01-19,2023,1,4,AA,SFO,JFK,1315,1649,214,1491.3,0.0,0,0,3.2,-2.6
2023-06-13,2023,6,2,AA,ATL,MIA,1213,1517,184,1196.5,1.0,0,0,15.5,7.8
2023-01-11,2023,1,3,AA,ATL,DFW,1928,40,312,2149.8,0.0,0,0,-6.6,7.1
2023-09-29,2023,9,5,AA,DEN,ORD,529,847,198,1498.3,1.0,0,0,21.3,24.6
2023-12-07,2023,12,4,AA,JFK,BOS,642,1048,246,1688.2,0.0,0,0,-1.5,7.9
2023-07-14,2023,7,5,WN,DFW,LAX,1859,15,316,2174.5,0.0,0,0,6.9,18.0
2023-09-25,2023,9,1,B6,LAX,ATL,1906,2306,240,1637.9,1.0,0,0,22.1,9.8
2023-05-20,2023,5,6,DL,SEA,LAX,1850,2322,272,2069.3,0.0,0,0,-1.9,1.7
2023-09-02,2023,9,6,B6,JFK,LAX,1407,2004,357,2322.6,0.0,0,0,-1.9,2.1
2023-02-03,2023,2,5,AS,SFO,ATL,1610,1831,141,927.2,0.0,0,0,-10.9,-9.9
2023-01-19,2023,1,4,WN,LAX,ORD,2050,2306,136,1008.6,0.0,0,0,4.4,15.2
2023-04-08,2023,4,6,B6,DEN,SEA,1255,1629,214,1395.0,0.0,0,0,-5.1,-0.6
2023-08-28,2023,8,1,UA,SEA,LAX,721,1309,348,2355.1,0.0,0,0,-7.8,-22.7
2023-11-18,2023,11,6,B6,SFO,MIA,1124,1459,215,1636.7,0.0,0,0,-7.6,-8.6
2023-09-13,2023,9,3,AS,BOS,DEN,600,801,121,921.5,0.0,0,0,6.8,8.1
2023-08-18,2023,8,5,UA,ATL,SFO,1534,1928,234,1664.6,0.0,0,0,2.5,4.7
2023-05-13,2023,5,6,UA,LAX,SEA,718,1143,265,1857.4,1.0,0,0,17.3,20.0
2023-05-06,2023,5,6,AA,DFW,ORD,828,1204,216,1555.8,0.0,0,0,1.6,4.1
2023-09-03,2023,9,7,UA,LAX,BOS,908,1136,148,1131.8,0.0,0,0,-7.6,-15.0
2023-08-03,2023,8,4,DL,ATL,LAX,1013,1358,225,1495.2,0.0,0,0,-4.0,-1.7
2023-06-15,2023,6,4,DL,MIA,JFK,1531,2011,280,1944.3,0.0,0,0,-2.7,12.0
2023-08-09,2023,8,3,AS,LAX,ATL,2143,2313,90,620.7,0.0,0,0,0.8,-2.2
2023-11-17,2023,11,5,B6,LAX,MIA,2044,2325,161,1174.7,1.0,0,0,7.6,10.6
2023-01-02,2023,1,1,B6,SFO,ORD,1327,1705,218,1592.5,1.0,0,0,23.4,34.7
2023-11-01,2023,11,3,AS,DEN,LAX,1457,1659,122,839.3,0.0,0,0,2.4,8.3
2023-01-27,2023,1,5,UA,MIA,DFW,1439,1635,116,926.0,0.0,0,0,0.3,6.1
2023-09-06,2023,9,3,UA,SFO,JFK,1103,1601,298,2215.4,1.0,0,0,19.6,13.6
2023-04-15,2023,4,6,WN,SEA,JFK,2216,40,144,949.4,1.0,0,0,16.7,20.5
2023-02-25,2023,2,6,AS,ATL,SFO,1843,2201,198,1483.0,0.0,0,0,-9.7,-5.9
2023-02-03,2023,2,5,B6,MIA,DEN,559,913,194,1520.7,0.0,0,0,-4.4,4.6
2023-05-12,2023,5,5,AS,SEA,ATL,1823,2123,180,1321.7,0.0,0,0,2.1,3.6
2023-05-27,2023,5,6,UA,DFW,SEA,1215,1352,97,643.8,0.0,0,0,-0.1,-8.0
2023-10-21,2023,10,6,AA,LAX,BOS,2045,2259,134,1005.2,1.0,0,0,25.4,30.1
2023-11-30,2023,11,4,AS,SEA,ORD,1432,1902,270,2140.9,0.0,0,0,3.2,14.7
2023-07-09,2023,7,7,UA,ATL,SEA,532,832,180,1406.3,0.0,0,0,1.4,-4.2
2023-11-09,2023,11,4,WN,DFW,SEA,1648,1928,160,1098.6,0.0,0,0,0.2,-7.7
2023-12-30,2023,12,6,B6,BOS,ORD,1337,1653,196,1344.6,0.0,0,0,0.2,1.0
2023-04-15,2023,4,6,AA,MIA,SFO,2034,2224,110,716.2,0.0,0,0,-2.4,-2.0
2023-08-09,2023,8,3,DL,ATL,LAX,2217,14,117,787.5,0.0,0,0,5.2,9.2
2023-12-09,2023,12,6,DL,BOS,SFO,928,1453,325,2435.9,1.0,0,0,14.7,11.9
2023-03-30,2023,3,4,WN,ORD,SEA,1600,2157,357,2855.7,0.0,0,0,2.9,14.8
2023-04-19,2023,4,3,UA,DFW,LAX,522,943,261,1834.8,0.0,0,0,4.5,13.2
2023-03-27,2023,3,1,B6,MIA,SEA,1313,1840,327,2196.1,1.0,0,0,22.2,16.3
2023-07-06,2023,7,4,DL,JFK,ORD,1251,1743,292,1913.3,1.0,0,0,15.1,0.3
2023-04-08,2023,4,6,B6,SFO,DFW,1902,2029,87,617.0,0.0,0,0,-2.4,-0.4
2023-09-18,2023,9,1,UA,ATL,ORD,837,1039,122,930.5,1.0,0,0,30.2,40.4
2023-01-23,2023,1,1,UA,SEA,DEN,759,1215,256,1836.3,0.0,0,0,-14.3,-23.6
2023-08-14,2023,8,1,AA,DFW,SEA,1015,1455,280,2057.9,0.0,0,0,-4.1,-5.0
2023-12-06,2023,12,3,WN,ATL,DFW,917,1222,185,1412.8,0.0,0,0,-0.2,5.1
2023-03-01,2023,3,3,AA,DFW,SFO,1750,1909,79,513.6,0.0,0,0,1.1,2.0
2023-02-04,2023,2,6,UA,BOS,DFW,2128,2245,77,525.4,0.0,0,0,5.4,-1.1
2023-06-01,2023,6,4,AA,JFK,DFW,804,944,100,779.0,1.0,0,0,45.4,49.8
2023-12-06,2023,12,3,WN,ATL,ORD,2001,139,338,2247.6,0.0,0,0,-8.0,4.6
2023-12-18,2023,12,1,B6,JFK,MIA,1408,2007,359,2357.3,0.0,0,0,0.8,7.3
2023-12-04,2023,12,1,AA,DEN,BOS,1331,1659,208,1654.9,0.0,0,0,-1.9,4.7
2023-03-21,2023,3,2,AA,MIA,LAX,2001,2357,236,1661.0,0.0,0,0,-4.1,-16.6
2023-09-24,2023,9,7,UA,ATL,SEA,1358,1748,230,1654.3,0.0,0,0,1.9,3.6
2023-07-14,2023,7,5,DL,ORD,LAX,1858,2154,176,1200.6,1.0,0,0,8.0,15.3
2023-03-08,2023,3,3,WN,JFK,SEA,539,1122,343,2431.4,1.0,0,0,10.8,25.8
2023-11-30,2023,11,4,WN,DEN,JFK,1809,2324,315,2282.1,0.0,0,0,-8.6,-6.8
2023-12-27,2023,12,3,UA,SFO,BOS,940,1128,108,827.5,0.0,0,0,-9.9,-13.2
2023-11-07,2023,11,2,AA,MIA,SFO,2034,2326,172,1144.1,0.0,0,0,-14.4,-20.4
2023-11-29,2023,11,3,UA,ATL,MIA,1207,1342,95,730.8,0.0,0,0,7.2,7.6
2023-12-10,2023,12,7,WN,DEN,DFW,1734,1923,109,817.8,1.0,0,0,29.6,33.9
2023-12-06,2023,12,3,AA,DFW,LAX,829,1112,163,1083.2,0.0,0,0,7.3,13.0
2023-08-01,2023,8,2,WN,MIA,DEN,1621,1929,188,1343.6,0.0,0,0,9.5,14.1
2023-03-16,2023,3,4,B6,DFW,ATL,2123,2236,73,577.0,1.0,0,0,41.0,46.7
2023-09-21,2023,9,4,WN,JFK,DEN,1542,1841,179,1283.0,0.0,0,0,-3.9,1.1
2023-03-14,2023,3,2,AS,LAX,JFK,2007,39,272,2106.6,0.0,0,0,-2.1,2.8
2023-04-20,2023,4,4,WN,ATL,SFO,2112,303,351,2652.6,1.0,0,0,-3.0,-0.2
2023-02-11,2023,2,6,DL,SEA,JFK,1943,2256,193,1523.9,1.0,0,0,-4.5,12.4
2023-10-26,2023,10,4,AA,ATL,SFO,2152,345,353,2419.7,1.0,0,0,11.0,18.6
2023-05-13,2023,5,6,AS,ORD,SFO,1647,1847,120,924.1,0.0,0,0,4.8,-0.0
2023-06-22,2023,6,4,AA,ATL,DFW,2250,143,173,1324.5,0.0,0,0,-1.1,-6.4
2023-03-01,2023,3,3,UA,BOS,ORD,1754,1944,110,869.6,0.0,0,0,-0.8,0.5
2023-12-08,2023,12,5,UA,DEN,ORD,1330,1653,203,1447.9,1.0,0,0,16.3,20.6
2023-08-07,2023,8,1,AS,DFW,JFK,2116,38,202,1331.3,0.0,0,0,5.3,6.4
2023-03-12,2023,3,7,AS,DEN,SEA,1126,1544,258,1937.0,0.0,0,0,2.9,5.2
2023-01-17,2023,1,2,B6,DFW,DEN,835,1318,283,1895.2,0.0,0,0,-3.0,-2.3
2023-07-25,2023,7,2,DL,JFK,DEN,716,915,119,825.5,0.0,0,0,1.9,-2.6
2023-10-02,2023,10,1,UA,BOS,DFW,723,945,142,988.7,0.0,0,0,-3.8,-10.6
2023-03-29,2023,3,3,B6,BOS,SFO,1912,2226,194,1499.8,1.0,0,0,15.5,21.5
2023-09-20,2023,9,3,AA,BOS,MIA,1011,1232,141,944.2,0.0,0,0,-10.4,-6.7
2023-01-22,2023,1,7,AS,ATL,DFW,1601,2121,320,2559.4,0.0,0,0,-4.1,6.5
2023-10-05,2023,10,4,DL,SEA,JFK,1328,1656,208,1479.1,0.0,0,0,8.0,2.3
2023-03-13,2023,3,1,B6,JFK,MIA,2240,401,321,2515.0,1.0,0,0,34.4,34.5
2023-06-07,2023,6,3,UA,MIA,SFO,1012,1202,110,747.2,0.0,0,0,-8.9,-11.9
2023-09-02,2023,9,6,AA,LAX,SEA,1958,2217,139,1093.9,0.0,0,0,-6.7,-9.8
2023-05-05,2023,5,5,AS,ORD,SFO,1259,1608,189,1300.2,0.0,0,0,-9.3,-17.4
2023-09-04,2023,9,1,DL,DEN,SFO,2252,3,71,483.7,1.0,0,0,16.6,5.6
2023-02-27,2023,2,1,UA,LAX,ORD,833,1136,183,1321.1,0.0,0,0,-0.1,5.5
2023-08-27,2023,8,7,UA,DEN,ORD,959,1437,278,2121.7,1.0,0,0,14.3,27.2
2023-03-28,2023,3,2,AA,BOS,LAX,2132,232,300,2069.7,1.0,0,0,9.9,16.2
2023-12-06,2023,12,3,AA,ATL,MIA,1215,1325,70,472.0,1.0,0,0,20.3,31.4
2023-04-01,2023,4,6,AS,JFK,ORD,551,1111,320,2226.8,1.0,0,0,21.4,32.1
2023-02-08,2023,2,3,B6,DFW,MIA,2011,2349,218,1660.5,0.0,0,0,1.2,-8.7
2023-04-23,2023,4,7,WN,SEA,SFO,1551,1849,178,1367.1,0.0,0,0,-3.9,-3.8
2023-10-18,2023,10,3,AA,BOS,ATL,2200,236,276,2174.0,0.0,0,0,7.0,18.5
2023-03-23,2023,3,4,DL,SFO,DFW,2005,2230,145,1113.8,0.0,0,0,0.3,0.5
2023-03-17,2023,3,5,UA,SEA,ORD,1656,2204,308,2013.3,0.0,0,0,4.1,1.0
2023-06-15,2023,6,4,UA,BOS,MIA,550,848,178,1409.4,1.0,0,0,1.4,-0.9
2023-04-19,2023,4,3,AA,SFO,DFW,1947,2200,133,910.5,0.0,0,0,-1.3,-17.9
2023-12-05,2023,12,2,WN,DFW,JFK,1303,1715,252,1714.2,0.0,0,0,1.2,2.3
2023-04-07,2023,4,5,AS,LAX,DEN,2149,28,159,1073.8,1.0,0,0,10.0,27.4
2023-02-02,2023,2,4,DL,JFK,LAX,1944,2338,234,1792.8,0.0,0,0,-3.1,-12.6
2023-06-01,2023,6,4,UA,ATL,SEA,1304,1454,110,846.4,1.0,0,0,24.1,15.6
2023-12-14,2023,12,4,B6,SFO,MIA,652,1141,289,2011.9,0.0,0,0,-5.3,-7.8
2023-04-01,2023,4,6,AA,SFO,ATL,1626,2029,243,1806.8,0.0,0,0,-5.2,-11.7
2023-10-02,2023,10,1,UA,DFW,JFK,659,905,126,902.3,0.0,0,0,-4.3,-1.7
2023-12-17,2023,12,7,UA,DEN,DFW,1643,2221,338,2446.3,0.0,0,0,2.0,4.8
2023-09-02,2023,9,6,UA,DEN,DFW,1333,1653,200,1588.7,1.0,0,0,-1.9,0.0
2023-08-24,2023,8,4,UA,ATL,BOS,1842,1951,69,507.5,1.0,0,0,17.5,23.0
2023-05-25,2023,5,4,WN,DFW,ORD,1809,2018,129,1013.8,0.0,0,0,-11.8,-25.6
2023-09-22,2023,9,5,AA,ATL,ORD,938,1332,234,1869.7,0.0,0,0,-12.5,-4.3
2023-04-28,2023,4,5,AA,ATL,SFO,1913,2143,150,1074.0,0.0,0,0,1.7,4.2
2023-01-14,2023,1,6,AA,DEN,SFO,1510,1841,211,1573.0,0.0,0,0,-4.9,-2.8
2023-06-06,2023,6,2,AA,DFW,MIA,1303,1511,128,977.8,0.0,0,0,-5.2,-1.3
2023-11-22,2023,11,3,AA,JFK,SEA,555,949,234,1528.6,0.0,0,0,1.3,-5.4
2023-05-20,2023,5,6,DL,DFW,MIA,2107,2210,63,426.4,1.0,0,0,28.5,26.0
2023-02-21,2023,2,2,B6,LAX,SFO,2252,220,208,1445.7,1.0,0,0,26.7,40.1
2023-06-25,2023,6,7,B6,JFK,ATL,1232,1645,253,1876.1,0.0,0,0,3.1,-1.2
2023-08-15,2023,8,2,WN,ORD,SEA,551,758,127,912.2,0.0,0,0,-4.8,5.8
2023-08-11,2023,8,5,AS,JFK,DFW,2131,316,345,2248.7,0.0,0,0,-5.9,0.2
2023-10-16,2023,10,1,DL,MIA,JFK,1656,2100,244,1738.7,0.0,0,0,-7.5,2.7
2023-03-08,2023,3,3,AS,DFW,DEN,1432,1705,153,1217.0,1.0,0,0,-2.6,-3.8
2023-08-05,2023,8,6,AS,BOS,DFW,856,1413,317,2240.3,0.0,0,0,-8.4,-5.6
2023-02-04,2023,2,6,B6,SFO,DEN,727,853,86,646.0,0.0,0,0,-1.7,2.3
2023-07-06,2023,7,4,UA,JFK,MIA,1419,1931,312,2236.9,1.0,0,0,20.0,16.9
2023-04-14,2023,4,5,DL,LAX,ORD,1707,1821,74,512.8,0.0,0,0,-3.2,-3.7
2023-06-05,2023,6,1,DL,DEN,SEA,1119,1534,255,1699.1,,1,0,,
2023-06-15,2023,6,4,AA,DFW,ATL,1245,1748,303,2141.2,1.0,0,0,20.4,16.3
2023-11-08,2023,11,3,UA,LAX,SEA,1950,132,342,2234.4,1.0,0,0,21.6,22.9
2023-04-09,2023,4,7,AS,MIA,DEN,521,834,193,1412.9,0.0,0,0,-2.5,-9.4
2023-02-07,2023,2,2,AS,ATL,DFW,1309,1902,353,2545.9,0.0,0,0,-1.2,0.6
2023-01-17,2023,1,2,DL,DEN,DFW,2143,113,210,1670.9,0.0,0,0,-9.4,-2.9
2023-05-31,2023,5,3,AS,ATL,BOS,1454,2046,352,2386.5,0.0,0,0,1.7,-0.0
2023-06-18,2023,6,7,AA,SEA,DFW,930,1216,166,1165.9,0.0,0,0,-7.0,0.3
2023-04-08,2023,4,6,AA,DEN,JFK,1144,1255,71,514.2,0.0,0,0,-1.7,5.0
2023-11-27,2023,11,1,AS,SEA,ORD,1724,2158,274,2189.0,0.0,0,0,-3.5,-2.9
2023-06-14,2023,6,3,WN,JFK,ATL,2136,2355,139,911.7,1.0,0,0,18.7,10.4
2023-11-30,2023,11,4,UA,ATL,DEN,1120,1358,158,1048.3,0.0,0,0,3.1,11.3
2023-01-17,2023,1,2,WN,BOS,SFO,1001,1453,292,2233.0,0.0,0,0,-1.5,6.8
2023-10-06,2023,10,5,AA,DEN,JFK,655,1253,358,2740.5,1.0,0,0,14.6,12.5
2023-10-21,2023,10,6,WN,MIA,DFW,645,907,142,1011.2,0.0,0,0,0.4,0.3
2023-01-18,2023,1,3,AS,LAX,ORD,2155,102,187,1307.5,1.0,0,0,17.7,21.2
2023-10-07,2023,10,6,UA,SFO,DEN,1228,1735,307,2113.7,0.0,0,0,-6.0,-6.8
2023-12-05,2023,12,2,WN,LAX,SFO,1918,2313,235,1620.4,0.0,0,0,-5.6,-9.2
2023-05-03,2023,5,3,WN,MIA,LAX,630,1003,213,1467.1,0.0,0,0,-0.9,5.9
2023-04-06,2023,4,4,AA,SFO,LAX,1729,2041,192,1293.0,0.0,0,0,4.5,11.6
2023-10-09,2023,10,1,AS,MIA,JFK,735,1313,338,2677.4,0.0,0,0,-3.5,-11.2
2023-07-21,2023,7,5,AS,ORD,BOS,1736,1856,80,524.7,0.0,0,0,-11.3,-17.3
2023-11-21,2023,11,2,B6,MIA,ATL,751,1027,156,1100.2,1.0,0,0,6.0,8.3
2023-08-31,2023,8,4,UA,LAX,DEN,918,1326,248,1756.4,0.0,0,0,-1.5,5.3
2023-04-07,2023,4,5,AS,SFO,ORD,2154,252,298,1963.2,0.0,0,0,4.5,20.7
2023-06-11,2023,6,7,WN,JFK,LAX,1801,2133,212,1608.1,0.0,0,0,-1.6,-6.0
2023-07-11,2023,7,2,AS,DEN,JFK,1542,1746,124,966.0,1.0,0,0,2.6,17.3
2023-04-23,2023,4,7,AA,JFK,SEA,2042,131,289,1965.1,0.0,0,0,-9.0,0.5
2023-08-10,2023,8,4,AA,JFK,SEA,1837,1949,72,468.5,0.0,0,0,1.4,-15.7
2023-11-15,2023,11,3,UA,JFK,ATL,1433,1742,189,1398.1,1.0,0,0,19.7,20.1
2023-10-06,2023,10,5,UA,ORD,LAX,806,1255,289,2093.6,1.0,0,0,25.6,34.9
2023-04-17,2023,4,1,AA,DEN,ATL,807,1006,119,875.9,0.0,0,0,3.5,7.7
2023-09-26,2023,9,2,UA,SEA,JFK,2049,2339,170,1249.8,1.0,0,0,32.4,31.0
2023-01-03,2023,1,2,B6,JFK,DEN,2042,152,310,2056.4,0.0,0,0,-15.8,-17.3
2023-10-08,2023,10,7,UA,ORD,BOS,1301,1631,210,1676.6,1.0,0,0,34.4,36.8
2023-02-10,2023,2,5,WN,MIA,SEA,949,1254,185,1304.2,1.0,0,0,31.7,33.8
2023-11-12,2023,11,7,UA,JFK,LAX,2012,12,240,1608.2,1.0,0,0,21.1,22.8
2023-02-11,2023,2,6,DL,BOS,ORD,2216,2329,73,556.4,0.0,0,0,-12.3,-11.8
2023-04-22,2023,4,6,WN,LAX,DEN,923,1119,116,775.6,0.0,0,0,-2.2,1.4
2023-05-23,2023,5,2,B6,LAX,ORD,1544,1813,149,1042.2,0.0,0,0,-3.8,2.0
2023-12-02,2023,12,6,UA,LAX,ATL,958,1336,218,1439.0,1.0,0,0,16.6,31.3
2023-02-25,2023,2,6,AS,BOS,MIA,603,1030,267,1988.5,0.0,0,0,-9.7,-11.8
2023-12-03,2023,12,7,B6,DEN,LAX,1511,1930,259,1853.3,1.0,0,0,-1.9,2.6
2023-05-04,2023,5,4,UA,SFO,BOS,528,829,181,1334.8,0.0,0,0,-0.6,-4.2
2023-10-19,2023,10,4,WN,SFO,MIA,1546,1716,90,621.9,0.0,0,0,-6.5,8.1
2023-03-08,2023,3,3,AA,JFK,BOS,1922,2320,238,1758.1,0.0,0,0,-11.3,-11.5
2023-04-07,2023,4,5,UA,ORD,JFK,722,919,117,826.0,1.0,0,0,-0.3,9.9
2023-01-14,2023,1,6,B6,BOS,ATL,1848,2348,300,1999.9,0.0,0,0,3.0,4.0
2023-12-07,2023,12,4,AS,SFO,DEN,1438,1641,123,950.7,0.0,0,0,1.8,10.4
2023-09-19,2023,9,2,AA,BOS,JFK,2139,320,341,2488.8,0.0,0,0,-11.2,-24.5
2023-09-14,2023,9,4,AA,MIA,ORD,701,909,128,937.3,0.0,0,0,1.3,3.4
2023-04-17,2023,4,1,AS,ATL,LAX,2102,232,330,2555.4,0.0,0,0,1.8,1.6
2023-01-13,2023,1,5,AS,SFO,MIA,1908,2201,173,1127.7,1.0,0,0,34.5,36.5
2023-01-18,2023,1,3,AS,ATL,LAX,1056,1324,148,1082.6,0.0,0,0,-4.7,7.2
2023-12-29,2023,12,5,DL,DEN,ORD,1352,1501,69,512.4,0.0,0,0,2.5,2.0
